id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,id_victim,type,situation,circumstances,deathDate,personType,age,ageGroup,genre,race,place,serviceStatus,qualifications,politicalPosition,politicalStatus,partie,coorporation,agentPosition,agentStatus,unit
61686,"Vila São Miguel - R. Gen. Carlos Líra, 118 - Afogados, Recife - PE, 50770-340, Brasil",Nordeste,Pernambuco,Recife,AFOGADOS,,VILA SAO MIGUEL,-8.079112627251076,-34.91061641173728,"31/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,44dd918a-44af-4af7-ad60-39388181fa82,People,dead,Sem identificação,"31/12/2023, 21:00:00",Civilian,34,adulto,homem cis,Branca,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61702,"Avenida Boa Viagem - Boa Viagem, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BOA VIAGEM,,,-8.126544,-34.8976624,"31/12/2023, 21:00:00",false,false,,Homicidio/Tentativa,,,false,6045c6e3-547b-4aea-b6a2-6ad1e4380df3,People,wounded,Bala perdida,,Civilian,,adulto,mulher cis,Não identificado,sem identificação,não se aplica,Gestante,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61699,"Rua Manoel Lisboa de Moura - Macaxeira, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,MACAXEIRA,,,-8.0087492,-34.9300511,"01/01/2024, 19:00:00",false,false,,Homicidio/Tentativa,,,false,a0e65f84-0680-43e0-8c78-b044ecc518e8,People,dead,Sem identificação,"31/12/2023, 21:00:00",Civilian,33,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61716,"Comunidade de Michelon, Ibura, Recife - PE, 51220-120, Brasil",Nordeste,Pernambuco,Recife,IBURA,,COMUNIDADE MICHELON,-8.108233596826329,-34.93141739814759,"02/01/2024, 17:00:00",false,false,,Homicidio/Tentativa,,,false,2bd93d59-97c4-492d-bdbb-90f8af20a155,People,dead,Sem identificação,"02/01/2024, 17:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61729,"Rua Pôrto Nacional - Ibura, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,IBURA,,,-8.1255025,-34.9425505,"02/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,be399f9b-0653-49e0-a437-ed48a8e16eea,People,dead,Sem identificação,"02/01/2024, 21:00:00",Civilian,24,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61739,"Rua Benício Dias - Mangueira, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,MANGUEIRA,,,-8.0765755,-34.9208218,"02/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,7a4ced5b-b150-415f-a4f3-173fcb37790b,People,dead,Sem identificação,"02/01/2024, 21:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61739,"Rua Benício Dias - Mangueira, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,MANGUEIRA,,,-8.0765755,-34.9208218,"02/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,39245447-e11f-4244-a48d-c5d827bd9a4e,People,wounded,Bala perdida,,Civilian,55,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61759,"Rua Pio Muniz de Farias - Bongi, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BONGI,,,-8.0661563,-34.9206038,"03/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,3d101847-8849-4fbd-957c-62eca75bfeb0,People,dead,Sem identificação,"03/01/2024, 21:00:00",Civilian,,adulto,mulher cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61762,"Rua Professora Arcelina Câmara - Jordão, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,JORDAO,,,-8.1383218,-34.9342569,"03/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,6d21df4e-f9fd-45d1-bffe-189fa891e476,People,wounded,Sem identificação,,Civilian,30,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61758,"Avenida Beira Rio - Madalena, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,MADALENA,,,-8.0511765,-34.9038973,"03/01/2024, 21:00:00",false,true,Não identificada,Não identificado,,,false,1b1fc761-0c31-4028-a681-1f792f18813c,People,dead,Encontro de cadáver,"03/01/2024, 21:00:00",Agent,,adulto,homem cis,Não identificado,residência,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,coronel,aposentado / exonerado,
61753,"R. Eugenópolis - COHAB, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,COHAB,,COMUNIDADE TRES CARNEIROS,-8.1281517,-34.9580639,"03/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,68afaa3c-3c36-45cc-9bba-04ec500ef3d3,People,dead,Sem identificação,"03/01/2024, 21:00:00",Civilian,22,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61748,"Rua Santa Agripina - Linha do Tiro, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,LINHA DO TIRO,,,-8.0087437,-34.8992619,"03/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,83fc2a9d-0fda-44c3-84d1-1e3a51abf005,People,dead,Sem identificação,"03/01/2024, 21:00:00",Civilian,25,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61788,"Planeta dos Macacos - R. Taciaba - Curado, Recife - PE, 50790-435, Brasil",Nordeste,Pernambuco,Recife,CURADO,,PLANETA DOS MACACOS,-8.079807612368102,-34.953329967354485,"04/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,02d697c0-a738-42ca-831c-636e96d806bf,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61790,"Córrego do Tiro - R. Prof. José Amarino dos Réis - Alto Santa Teresinha, Recife - PE, 52211-195, Brasil",Nordeste,Pernambuco,Recife,ALTO SANTA TERESINHA,,CORREGO DO TIRO,-8.017783715971811	,-34.906459559424036,"05/01/2024, 19:30:00",false,false,,Homicidio/Tentativa,,,false,ccbfc895-a59b-4c10-bba4-cfc2392209ce,People,dead,Sem identificação,"05/01/2024, 19:30:00",Civilian,29,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61818,"R. Treze de Junho,  Rosarinho, Recife - PE, 52041-325, Brasil",Nordeste,Pernambuco,Recife,ROSARINHO,,,-8.030034492314183,-34.897090376949045,"06/01/2024, 14:30:00",false,false,,Homicidio/Tentativa,,,false,49c44148-deba-4f0b-b9c2-48c434a97859,People,wounded,Sem identificação,,Civilian,40,adulto,mulher cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61821,"Av. José Américo de Almeida, Macaxeira, Recife - PE, 52090-320, Brasil",Nordeste,Pernambuco,Recife,MACAXEIRA,,,-8.0148802,-34.9298711,"06/01/2024, 14:30:00",false,false,,Homicidio/Tentativa,,Bar,false,f2c40c9a-ae43-47fc-a5ba-6ab9855a5c9a,People,dead,Sem identificação,"06/01/2024, 14:30:00",Civilian,44,adulto,homem cis,Não identificado,bar,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61821,"Av. José Américo de Almeida, Macaxeira, Recife - PE, 52090-320, Brasil",Nordeste,Pernambuco,Recife,MACAXEIRA,,,-8.0148802,-34.9298711,"06/01/2024, 14:30:00",false,false,,Homicidio/Tentativa,,Bar,false,76b041e0-41c0-4dd5-be77-ec34a600c8ea,People,wounded,Sem identificação,,Civilian,23,adulto,homem cis,Não identificado,automóvel,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61830,"VILA SÃO MIGUEL - Afogados, Recife - PE, 50770-660, Brasil",Nordeste,Pernambuco,Recife,AFOGADOS,,VILA SAO MIGUEL,-8.081779179534315,-34.9132327342734,"08/01/2024, 00:30:00",false,false,,Não identificado,,,false,,,,,,,,,,,,,,,,,,,,
61840,"R. Gomes Taborda,  Cordeiro, Recife - PE, 50630-255, Brasil",Nordeste,Pernambuco,Recife,CORDEIRO,,,-8.054853014395597,-34.925698026736455,"08/01/2024, 17:00:00",false,false,,Homicidio/Tentativa,,,false,d5f0581d-8cd2-4bbe-849f-b9a41167978e,People,dead,Sem identificação,"08/01/2024, 17:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61839,"R. Mal. Hermes, Brasília Teimosa, Recife - PE, 51010-240, Brasil",Nordeste,Pernambuco,Recife,BRASILIA TEIMOSA,,,-8.088165650122452,-34.88073774295693,"08/01/2024, 17:00:00",false,false,,Homicidio/Tentativa,,,false,e4c3a213-10e9-4beb-a38b-31467c8b0660,People,wounded,Sem identificação,,Civilian,34,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61842,"Alto do Rosário, R. da Bondade, Dois Unidos, Recife - PE, 52160-375, Brasil",Nordeste,Pernambuco,Recife,DOIS UNIDOS,,ALTO DO ROSARIO,-7.9983497,-34.9188581,"09/01/2024, 05:00:00",false,false,,Homicidio/Tentativa,,,false,e835ece5-2726-4624-bcb5-98f287d4568d,People,dead,Sem identificação,"09/01/2024, 05:00:00",Civilian,,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61867,"Córrego Manoel das Meninas - Guabiraba, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,GUABIRABA,,CORREGO MANOEL DAS MENINAS,-7.9936073,-34.9333627,"09/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,7ea6349d-ac9d-4103-a500-056d111e77f7,People,dead,Sem identificação,"09/01/2024, 21:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61868,"Córrego José Idalino - Brejo da Guabiraba, Recife - PE, 52291-062, Brasil",Nordeste,Pernambuco,Recife,BREJO DA GUABIRABA,,CORREGO JOSE IDALINO,-7.9950353,-34.9348442,"10/01/2024, 09:33:00",false,false,,Homicidio/Tentativa,,,false,d831b531-f5e6-41e2-ab05-ee30f296e2cf,People,wounded,Bala perdida,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61868,"Córrego José Idalino - Brejo da Guabiraba, Recife - PE, 52291-062, Brasil",Nordeste,Pernambuco,Recife,BREJO DA GUABIRABA,,CORREGO JOSE IDALINO,-7.9950353,-34.9348442,"10/01/2024, 09:33:00",false,false,,Homicidio/Tentativa,,,false,19c316a1-c56f-4859-be47-9ae006fda323,People,dead,Sem identificação,"10/01/2024, 09:33:00",Civilian,45,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61868,"Córrego José Idalino - Brejo da Guabiraba, Recife - PE, 52291-062, Brasil",Nordeste,Pernambuco,Recife,BREJO DA GUABIRABA,,CORREGO JOSE IDALINO,-7.9950353,-34.9348442,"10/01/2024, 09:33:00",false,false,,Homicidio/Tentativa,,,false,290930e3-3925-49b0-b52b-1a83f4c88e16,People,wounded,Bala perdida,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61868,"Córrego José Idalino - Brejo da Guabiraba, Recife - PE, 52291-062, Brasil",Nordeste,Pernambuco,Recife,BREJO DA GUABIRABA,,CORREGO JOSE IDALINO,-7.9950353,-34.9348442,"10/01/2024, 09:33:00",false,false,,Homicidio/Tentativa,,,false,9a80b3a2-25e2-4a88-a53f-691f4b306bc6,People,wounded,Bala perdida,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61880,"Comunidade Sitio Beraldo, Prado, Recife - PE, 50720-320, Brasil",Nordeste,Pernambuco,Recife,PRADO,,COMUNIDADE SITIO BERARDO,-8.0567941,-34.914448,"10/01/2024, 18:00:00",false,false,,Homicidio/Tentativa,,,false,0c2e1aaa-310e-420c-86b8-33fe93c966e4,People,dead,Sem identificação,"10/01/2024, 18:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61918,"Alto das Pedrinhas - R. Dois - Brejo da Guabiraba, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BREJO DA GUABIRABA,,ALTO DAS PEDRINHAS (B.GUABIRABA),-7.9906783,-34.9310849,"10/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,d546d0ba-669a-4851-8d21-cf289e0a6b3b,People,wounded,Sem identificação,,Civilian,23,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61879,"R. Monte Celeste, Brejo da Guabiraba, Recife - PE, 52291-150, Brasil",Nordeste,Pernambuco,Recife,BREJO DA GUABIRABA,,,-7.9927977,-34.9354973,"11/01/2024, 00:00:00",false,false,,Homicidio/Tentativa,,,false,fe87b0ae-3ca8-48b0-b63c-659b2e71f91e,People,dead,Sem identificação,"11/01/2024, 00:00:00",Civilian,,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61936,"Vila Santa Luzia - Torre, Recife - PE, 50620-590, Brasil",Nordeste,Pernambuco,Recife,TORRE,,VILA SANTA LUZIA,-8.044677355457065,-34.91669587819942,"11/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,14b65d56-c233-4581-99db-6e181714fc86,People,dead,Sem identificação,"11/01/2024, 21:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61935,"R. Laurindo Coelho, 55 - Casa Forte, Recife - PE, 52060-340, Brasil",Nordeste,Pernambuco,Recife,CASA FORTE,,,-8.037035335812163,-34.91517011349181,"11/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,Ataques armados sobre rodas,false,a68f13dd-a2be-4e5b-9359-7836eaffb03c,People,dead,Sem identificação,"11/01/2024, 21:00:00",Civilian,,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61920,"Comunidade do Bode- Pina, Recife - PE, 51011-140, Brasil",Nordeste,Pernambuco,Recife,PINA,,COMUNIDADE DO BODE,-8.09227278,-34.88750093,"11/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,ebc694c5-b05f-43e1-9875-a43f3d79f10c,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,barbearia,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61937,"Comunidade Terra Nostra, Rua Rio da Prata - Ibura, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,IBURA,,COMUNIDADE TERRA NOSTRA,-8.1187374,-34.9372995,"12/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,24dd9f3c-38e5-4e3c-a6ff-0649d6507ff2,People,dead,Sem identificação,"12/01/2024, 21:00:00",Civilian,31,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61961,"Comunidade do Cardoso, Madalena, Recife - PE, 50720-310, Brasil",Nordeste,Pernambuco,Recife,MADALENA,,COMUNIDADE DO CARDOSO,-8.055371," -34.913503","13/01/2024, 12:00:00",false,false,,Homicidio/Tentativa,,,false,57a9b78d-6921-4ac8-b5fb-00ec637a5313,People,dead,Sem identificação,"13/01/2024, 12:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61957,"R. Alto Santa Luzia, Macaxeira, Recife - PE, 52091-230, Brasil",Nordeste,Pernambuco,Recife,MACAXEIRA,,,-8.00403304491721,-34.93323167668647,"14/01/2024, 13:00:00",false,false,,Homicidio/Tentativa,,,false,16fcd425-4f7a-4aeb-b0c7-9159cef8c1ea,People,dead,Sem identificação,"14/01/2024, 13:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61955,"R. Pita, Alto do Pascoal, Água Fria, Recife - PE, 52211-070, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,,ALTO DO PASCOAL,-8.014405823044244,-34.9038927379345,"14/01/2024, 18:00:00",false,false,,Homicidio/Tentativa,,,false,145bb2ae-050f-4dc8-a2e9-6ecbdb8bd8f0,People,dead,Sem identificação,"14/01/2024, 18:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
61984,"Comunidade Beira Rio - Boa Viagem, Recife - PE, 51030-780, Brasil",Nordeste,Pernambuco,Recife,BOA VIAGEM,,COMUNIDADE BEIRA RIO,-8.129391572118417,-34.91008091723136,"15/01/2024, 14:30:00",false,false,,Homicidio/Tentativa,,,false,adf04f07-751c-4de5-b550-624bc276e3e4,People,dead,Sem identificação,"15/01/2024, 14:30:00",Civilian,28,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62004,"Comunidade da Portelinha, Campina do Barreto, Recife - PE, 52121-440, Brasil",Nordeste,Pernambuco,Recife,CAMPINA DO BARRETO,,COMUNIDADE DA PORTELINHA,-8.021127653719633,-34.880336443830565,"16/01/2024, 17:00:00",false,false,,Homicidio/Tentativa,,,false,2b2b2059-a5bb-4fe9-ac5b-950f00bd28c2,People,dead,Sem identificação,"16/01/2024, 17:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62028,"Alto do Pascoal, R. Elza,  Água Fria, Recife - PE, 52111-540, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,,ALTO DO PASCOAL,-8.0182085,-34.9006308,"18/01/2024, 00:00:00",false,false,,Homicidio/Tentativa,,,false,058a1bfa-18f1-436c-8e0d-75d6f490260a,People,dead,Sem identificação,"18/01/2024, 00:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62025,"Dois Unidos, Recife - PE, 52150-370, Brasil",Nordeste,Pernambuco,Recife,DOIS UNIDOS,,,-7.9938899,-34.918523,"18/01/2024, 00:00:00",false,false,,Homicidio/Tentativa,,,false,51340afa-f28d-4f4c-bf18-73d49ad88f30,People,dead,Sem identificação,"18/01/2024, 00:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62043,"R. Dois de Fevereiro, Vasco da Gama, Recife - PE, 52280-565, Brasil",Nordeste,Pernambuco,Recife,VASCO DA GAMA,,,-8.015984163995183,-34.91995757393389,"18/01/2024, 16:30:00",false,false,,Homicidio/Tentativa,,,false,93d2d2f7-9742-4e8c-8ff6-6fc371548673,People,dead,Sem identificação,"18/01/2024, 16:30:00",Civilian,43,adulto,homem cis,Branca,sem identificação,de folga,Agente de Segurança Privado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62046,"Comunidade Parasita, R. Maragogipe, Jardim São Paulo, Recife - PE, 50920-110, Brasil",Nordeste,Pernambuco,Recife,JARDIM SAO PAULO,,COMUNIDADE PARASITA,-8.084912618030554,-34.946226806440066,"19/01/2024, 00:00:00",false,false,,Homicidio/Tentativa,,Ataques armados sobre rodas,false,7a00908d-6666-42ba-8078-6ab1ce232caa,People,dead,Sem identificação,"19/01/2024, 00:00:00",Civilian,30,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62062,"R. Aroeira, Alto do Mandu, Recife - PE, 52071-070, Brasil",Nordeste,Pernambuco,Recife,ALTO DO MANDU,,,-8.02127236257204,-34.92893681789512,"19/01/2024, 18:00:00",false,false,,Homicidio/Tentativa,,,false,2e16e2ec-6d03-4261-a983-e40ac5f1ca15,People,dead,Sem identificação,"19/01/2024, 18:00:00",Civilian,,adulto,mulher cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62088,"Loteamento Cosmo e Damião, Várzea, Recife - PE, 50960-460, Brasil",Nordeste,Pernambuco,Recife,VARZEA,,LOTEAMENTO SAO COSME E DAMIAO,-8.036865639769088,-34.98992735181524,"20/01/2024, 10:00:00",false,false,,Homicidio/Tentativa,,,false,98fd4d59-e502-4c6c-b40c-cc5e1fa35956,People,dead,Sem identificação,"20/01/2024, 10:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não identificado,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62094,"AV. Central - Afogados, Recife - PE, 50820, Brasil",Nordeste,Pernambuco,Recife,AFOGADOS,,,-8.079487795569344,-34.921093732851155,"20/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,57847563-0b81-4bd7-b166-e59668ac4391,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62096,"Praça do Trabalho,  Casa Amarela, Recife - PE, 52070-650, Brasil",Nordeste,Pernambuco,Recife,CASA AMARELA,,,-8.0232677,-34.9144006,"21/01/2024, 00:00:00",false,false,,Homicidio/Tentativa,,,false,cc1b2b0f-fd99-4bc9-a363-280918513425,People,wounded,Sem identificação,,Civilian,27,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62130,"Rua Sérgio Bitencourt - Jordão, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,JORDAO,,,-8.1339232,-34.9457829,"21/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,e5b8fb68-e5ff-4df3-b29c-d50f4aad8cfd,People,dead,Sem identificação,"21/01/2024, 21:00:00",Civilian,27,adulto,mulher cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62126,"Rua Canastra - Água Fria, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,AGUA FRIA,,,-8.0196606,-34.8953521,"21/01/2024, 21:00:00",false,false,,Tentativa/Roubo,,,false,55e8957b-9813-42c9-ad54-f469c4e71550,People,wounded,Sem identificação,,Civilian,19,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62125,"Rua Irmã Maria da Paz - Poço da Panela, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,POCO DA PANELA,,,-8.0368896,-34.9240977,"21/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,c0e43754-6f6e-43ed-bab4-4b4c81db6232,People,wounded,Sem identificação,,Civilian,33,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62103,"Rua Doná Alda de Andrade - Imbiribeira, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,IMBIRIBEIRA,,,-8.1193524,-34.9152025,"22/01/2024, 00:00:00",false,false,,Homicidio/Tentativa,,,false,f4fbae32-570d-4aaf-a667-b3420528890e,People,dead,Sem identificação,"22/01/2024, 00:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62128,"Comunidade Campo do 11- R. Maciel Monteiro, 99A - Santo Amaro, Recife - PE, 50110-350, Brasil",Nordeste,Pernambuco,Recife,SANTO AMARO,,COMUNIDADE SANTO AMARO (OU CAMPO DO 11),-8.046679317712496,-34.87706957909851,"22/01/2024, 17:00:00",false,false,,Homicidio/Tentativa,,,false,ff312574-ec98-4370-afc5-df7df3639e39,People,wounded,Sem identificação,,Civilian,31,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62128,"Comunidade Campo do 11- R. Maciel Monteiro, 99A - Santo Amaro, Recife - PE, 50110-350, Brasil",Nordeste,Pernambuco,Recife,SANTO AMARO,,COMUNIDADE SANTO AMARO (OU CAMPO DO 11),-8.046679317712496,-34.87706957909851,"22/01/2024, 17:00:00",false,false,,Homicidio/Tentativa,,,false,7b3dcf58-c2ff-4023-965d-205d6ad3c1f8,People,wounded,Sem identificação,,Civilian,20,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62128,"Comunidade Campo do 11- R. Maciel Monteiro, 99A - Santo Amaro, Recife - PE, 50110-350, Brasil",Nordeste,Pernambuco,Recife,SANTO AMARO,,COMUNIDADE SANTO AMARO (OU CAMPO DO 11),-8.046679317712496,-34.87706957909851,"22/01/2024, 17:00:00",false,false,,Homicidio/Tentativa,,,false,50361d17-b88e-4e72-a4d5-d2af644d7531,People,dead,Sem identificação,"22/01/2024, 17:00:00",Civilian,24,adulto,homem cis,Branca,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62176,"Vila dos milagres - Av. Rio São Francisco, 95 - COHAB, Recife - PE, 51270-000, Brasil",Nordeste,Pernambuco,Recife,COHAB,,VILA DOS MILAGRES,-8.115150196793156,-34.94613968800928,"23/01/2024, 05:45:00",false,false,,Homicidio/Tentativa,,,false,efd79833-973f-4890-ac58-f4b8660605a1,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62133,"R. Carneiro de Mariz, Engenho do Meio, Recife - PE, 54792-200, Brasil",Nordeste,Pernambuco,Recife,ENGENHO DO MEIO,,,-8.057853097064758,-34.940406201835046,"23/01/2024, 09:00:00",false,false,,Homicidio/Tentativa,,,false,77080f5a-08e1-491e-8cf9-661beb872c1a,People,dead,Sem identificação,"23/01/2024, 09:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
